Date,ARNC
2013-04-17,17.002425494927
2013-04-18,17.151944312094
2013-04-19,17.258743467213
2013-04-22,17.322822960284
2013-04-23,17.344182791308
2013-04-24,17.963617890997
2013-04-25,17.92089822895
2013-04-26,17.664580256664
2013-04-29,17.984977722021
2013-04-30,18.155856370211
2013-05-01,18.006337553045
2013-05-02,18.070417046116
2013-05-03,18.412174342497
2013-05-06,18.561693159663
2013-05-07,18.454894004544
2013-05-08,18.946170118091
2013-05-09,18.839370962972
2013-05-10,18.646476379734
2013-05-13,18.282119944727
2013-05-14,18.34641813914
2013-05-15,18.217821750314
2013-05-16,18.217821750314
2013-05-17,18.453581796495
2013-05-20,18.775072768559
2013-05-21,18.775072768559
2013-05-22,18.625043648263
2013-05-23,18.303552676198
2013-05-24,18.174956287373
2013-05-28,18.410716333553
2013-05-29,18.389283602082
2013-05-30,18.196389018843
2013-05-31,18.217821750314
2013-06-03,18.260687213256
2013-06-04,17.960628972663
2013-06-05,17.574839806186
2013-06-06,17.703436195011
2013-06-07,17.853465315308
2013-06-10,17.917763509721
2013-06-11,17.639138000599
2013-06-12,17.531974343244
2013-06-13,17.574839806186
2013-06-14,17.403377954418
2013-06-17,17.381945222947
2013-06-18,17.596272537657
2013-06-19,17.381945222947
2013-06-20,17.178334273973
2013-06-21,17.103319713825
2013-06-24,16.696097815876
2013-06-25,16.974723324999
2013-06-26,16.610366889993
2013-06-27,16.867559667644
2013-06-28,16.760396010289
2013-07-01,16.846126936173
2013-07-02,16.717530547347
2013-07-03,16.524635964109
2013-07-05,16.738963278818
2013-07-08,16.974723324999
2013-07-09,16.953290593528
2013-07-10,16.974723324999
2013-07-11,17.360512491476
2013-07-12,17.360512491476
2013-07-15,17.510541611773
2013-07-16,17.381945222947
2013-07-17,17.553407074715
2013-07-18,17.596272537657
2013-07-19,17.296214297063
2013-07-22,17.403377954418
2013-07-23,17.44624341736
2013-07-24,17.253348834121
2013-07-25,17.210483371179
2013-07-26,17.296214297063
2013-07-29,17.23191610265
2013-07-30,17.210483371179
2013-07-31,17.039021519412
2013-08-01,17.039021519412
2013-08-02,17.081886982354
2013-08-05,17.146185176767
2013-08-06,16.953290593528
2013-08-07,16.760396010289
2013-08-08,17.018579260769
2013-08-09,17.685552657841
2013-08-12,17.771613741334
2013-08-13,17.534945761728
2013-08-14,17.556461032601
2013-08-15,17.556461032601
2013-08-16,17.470399949108
2013-08-19,17.083125073389
2013-08-20,17.212216698628
2013-08-21,16.867972364656
2013-08-22,17.276762511248
2013-08-23,17.319793052995
2013-08-26,17.341308323868
2013-08-27,17.029336896205
2013-08-28,17.061609802515
2013-08-29,16.803426552036
2013-08-30,16.56675857243
2013-09-03,16.609789114176
2013-09-04,16.867972364656
2013-09-05,16.932518177276
2013-09-06,17.040094531642
2013-09-09,17.384338865615
2013-09-10,17.330550688431
2013-09-11,17.621006845221
2013-09-12,17.556461032601
2013-09-13,17.384338865615
2013-09-16,17.427369407361
2013-09-17,17.771613741334
2013-09-18,18.406314232096
2013-09-19,18.158888617053
2013-09-20,17.836159553954
2013-09-23,17.81464428308
2013-09-24,17.857674824827
2013-09-25,17.922220637447
2013-09-26,17.793129012207
2013-09-27,17.642522116094
2013-09-30,17.470399949108
2013-10-01,17.577976303474
2013-10-02,17.255247240375
2013-10-03,16.911002906402
2013-10-04,17.126155615135
2013-10-07,17.147670886008
2013-10-08,17.083125073389
2013-10-09,17.427369407361
2013-10-10,17.965251179193
2013-10-11,17.900705366573
2013-10-14,18.180403887926
2013-10-15,18.029796991813
2013-10-16,18.352526054912
2013-10-17,18.481617680152
2013-10-18,18.567678763645
2013-10-21,18.503132951025
2013-10-22,20.138293537395
2013-10-23,19.944656099536
2013-10-24,19.901625557789
2013-10-25,19.880110286916
2013-10-28,20.568598954861
2013-10-29,20.525568413114
2013-10-30,20.353446246128
2013-10-31,19.944656099536
2013-11-01,19.944656099536
2013-11-04,21.343148706299
2013-11-05,21.041934914073
2013-11-06,20.848297476214
2013-11-07,19.3159691938
2013-11-08,19.553372167132
2013-11-11,19.488625901678
2013-11-12,19.251222928346
2013-11-13,19.402297547739
2013-11-14,19.380715459254
2013-11-15,19.488625901678
2013-11-18,19.3159691938
2013-11-19,19.704446786525
2013-11-20,19.531790078647
2013-11-21,19.68286469804
2013-11-22,19.941849759856
2013-11-25,20.697222856821
2013-11-26,20.826715387729
2013-11-27,20.805133299244
2013-11-29,20.74038703379
2013-12-02,20.610894502882
2013-12-03,20.330327352581
2013-12-04,20.200834821673
