Date,AFL
2016-08-12,70.627693215271
2016-08-15,70.617976927856
2016-08-16,70.151595131965
2016-08-17,70.608260640442
2016-08-18,70.209892856452
2016-08-19,70.812302676144
2016-08-22,70.977479562189
2016-08-23,71.11427536531
2016-08-24,71.036106334955
2016-08-25,71.319469069992
2016-08-26,71.084961978927
2016-08-29,72.013219214391
2016-08-30,72.579944684463
2016-08-31,72.48223339652
2016-09-01,72.179328403895
2016-09-02,72.296581949427
2016-09-06,71.974134699213
2016-09-07,71.847110024887
2016-09-08,71.27061342602
2016-09-09,70.742972471125
2016-09-12,71.739627608149
2016-09-13,70.186018129846
2016-09-14,70.156704743463
2016-09-15,70.684345698359
2016-09-16,69.707232818923
2016-09-19,70.371669576939
2016-09-20,70.791828115096
2016-09-21,71.817796638504
2016-09-22,71.837338896092
2016-09-23,71.075190850133
2016-09-26,70.371669576939
2016-09-27,70.762514728713
2016-09-28,70.811370372685
2016-09-29,69.922197652399
2016-09-30,70.225102645024
2016-10-03,69.931968781193
2016-10-04,69.863570879633
2016-10-05,70.254416031407
2016-10-06,70.420525220911
2016-10-07,69.7463173341
2016-10-10,70.039451197931
2016-10-11,69.355472182326
2016-10-12,69.980824425165
2016-10-13,68.993940416935
2016-10-14,69.335929924738
2016-10-17,69.00371154573
2016-10-18,68.69103542431
2016-10-19,68.925542515375
2016-10-20,68.163394469415
2016-10-21,67.79209157523
2016-10-24,68.417443818068
2016-10-25,68.046140923883
2016-10-26,68.202478984593
2016-10-27,68.603095265161
2016-10-28,66.942003370121
2016-10-31,67.293764006718
2016-11-01,66.824749824589
2016-11-02,66.824749824589
2016-11-03,67.264450620335
2016-11-04,66.990859014093
2016-11-07,67.997285279911
2016-11-08,68.485841719629
2016-11-09,69.961282167576
2016-11-10,71.573518418645
2016-11-11,70.948166175806
2016-11-14,71.04587746375
2016-11-15,71.262121141697
2016-11-16,70.603560849767
2016-11-17,71.153999302723
2016-11-18,71.262121141697
2016-11-21,70.426634204174
2016-11-22,69.964659074014
2016-11-23,70.397146429908
2016-11-25,70.505268268882
2016-11-28,69.777903170332
2016-11-29,70.062951654899
2016-11-30,70.161244235784
2016-12-01,69.276611007818
2016-12-02,67.124003486434
2016-12-05,67.517173809975
2016-12-06,67.409051971001
2016-12-07,68.27402668279
2016-12-08,68.431294812206
2016-12-09,67.880856359249
2016-12-12,67.782563778364
2016-12-13,68.785148103392
2016-12-14,68.529587393091
2016-12-15,68.087270779108
2016-12-16,68.224880392347
2016-12-19,68.598392199711
2016-12-20,68.66719700633
2016-12-21,69.099684362225
2016-12-22,69.178318426933
2016-12-23,68.952245490897
2016-12-27,69.19797694311
2016-12-28,68.608221457799
2016-12-29,68.637709232065
