Date,LNT
2014-04-03,24.952330726681
2014-04-04,24.894989326743
2014-04-07,24.718554250012
2014-04-08,24.842058803724
2014-04-09,24.864113188315
2014-04-10,24.930276342089
2014-04-11,25.031726511209
2014-04-14,25.186107203349
2014-04-15,25.538977356811
2014-04-16,25.733055941215
2014-04-17,25.4639924492
2014-04-21,25.344898772407
2014-04-22,25.393418418508
2014-04-23,25.499279464547
2014-04-24,25.530155602975
2014-04-25,25.913901894864
2014-04-28,25.966832417884
2014-04-29,25.868945112676
2014-04-30,26.020225493452
2014-05-01,26.153708182372
2014-05-02,25.677619925224
2014-05-05,25.997978378632
2014-05-06,25.802203768216
2014-05-07,26.171505874228
2014-05-08,25.949034726028
2014-05-09,25.58418204298
2014-05-12,25.446249931096
2014-05-13,25.51744069852
2014-05-14,25.615328003728
2014-05-15,25.512991275556
2014-05-16,25.601979734836
2014-05-19,25.219329359932
2014-05-20,25.125891477688
2014-05-21,25.170385707328
2014-05-22,25.352812048852
2014-05-23,25.401755701456
2014-05-27,25.535238390376
2014-05-28,25.779956653396
2014-05-29,25.69541761708
2014-05-30,25.9401358801
2014-06-02,25.900091073424
2014-06-03,25.85114742082
2014-06-04,25.891192227496
2014-06-05,26.11811279866
2014-06-06,26.113663375696
2014-06-09,25.997978378632
2014-06-10,25.846697997856
2014-06-11,25.486294737772
2014-06-12,25.593080888908
2014-06-13,25.655372810404
2014-06-16,25.966832417884
2014-06-17,25.944585303064
2014-06-18,26.393977022427
2014-06-19,26.518560865419
2014-06-20,26.434021829103
2014-06-23,26.358381638715
2014-06-24,26.451819520959
2014-06-25,26.638695285447
2014-06-26,26.692088361015
2014-06-27,26.732133167691
2014-06-30,27.079188158883
2014-07-01,26.727683744727
2014-07-02,26.113663375696
2014-07-03,26.064719723092
2014-07-07,26.113663375696
2014-07-08,26.322786255003
2014-07-09,26.2738426024
2014-07-10,26.496313750599
2014-07-11,26.309437986111
2014-07-14,26.0513714542
2014-07-15,26.224898949796
2014-07-16,26.149258759408
2014-07-17,25.926787611208
2014-07-18,26.224898949796
2014-07-21,26.20710125794
2014-07-22,26.340583946859
2014-07-23,26.398426445391
2014-07-24,26.420673560211
2014-07-25,26.158157605336
2014-07-28,26.616448170627
2014-07-29,26.287190871291
2014-07-30,25.856326892524
2014-07-31,25.358140417073
2014-08-01,25.515226242666
2014-08-04,25.367116749964
2014-08-05,25.093338596789
2014-08-06,24.846489442286
2014-08-07,24.738773447594
2014-08-08,25.088850430343
2014-08-11,25.043968765888
2014-08-12,25.070897764561
2014-08-13,25.322235085509
2014-08-14,25.443415579538
2014-08-15,25.533178908448
2014-08-18,25.519714409111
2014-08-19,25.775539896505
2014-08-20,25.865303225415
2014-08-21,25.941602054988
2014-08-22,25.838374226742
2014-08-25,26.085223381244
2014-08-26,25.775539896505
2014-08-27,26.022389051007
2014-08-28,26.152545877927
2014-08-29,26.251285539728
2014-09-02,26.080735214799
2014-09-03,26.242309206836
2014-09-04,26.246797373282
2014-09-05,26.574433523803
2014-09-08,26.45774119622
2014-09-09,26.062782549017
2014-09-10,25.950578387879
2014-09-11,26.188451209491
2014-09-12,25.622942237358
2014-09-15,25.681288401149
2014-09-16,25.883255891197
2014-09-17,25.811445228069
2014-09-18,25.596013238685
2014-09-19,25.735146398495
2014-09-22,25.564596073566
2014-09-23,25.277353421054
2014-09-24,25.10231492968
2014-09-25,24.779166945604
2014-09-26,24.828536776504
2014-09-29,24.859953941623
2014-09-30,24.868930274514
2014-10-01,25.043968765888
2014-10-02,25.057433265225
2014-10-03,25.335699584846
2014-10-06,25.2818415875
2014-10-07,25.263888921718
2014-10-08,25.757587230723
2014-10-09,25.268377088163
2014-10-10,25.542155241339
2014-10-13,25.649871236031
2014-10-14,26.161522210818
2014-10-15,25.833886060296
2014-10-16,25.914673056315
2014-10-17,26.062782549017
2014-10-20,26.596874356031
2014-10-21,26.794353679633
2014-10-22,26.920022340107
