Date,ALL
2016-01-29,58.678221647926
2016-02-01,58.61044152391
2016-02-02,58.068200531784
2016-02-03,57.748665661424
2016-02-04,60.082238502538
2016-02-05,61.360377983978
2016-02-08,61.32164648454
2016-02-09,61.01179448904
2016-02-10,60.982745864461
2016-02-11,60.343676123741
2016-02-12,61.883253226385
2016-02-16,62.522322967105
2016-02-17,62.958052335778
2016-02-18,62.260885345901
2016-02-19,61.97039910012
2016-02-22,62.396445593933
2016-02-23,61.708961478916
2016-02-24,61.921984725823
2016-02-25,62.686931839715
2016-02-26,62.599339480367
2016-02-29,61.76234582438
2016-03-01,63.076231214593
2016-03-02,63.660180276909
2016-03-03,63.56285543319
2016-03-04,63.630982823794
2016-03-07,63.290345870775
2016-03-08,62.852384074038
2016-03-09,62.803721652178
2016-03-10,62.540944574135
2016-03-11,63.767237605001
2016-03-14,63.2124859958
2016-03-15,64.156536979879
2016-03-16,64.506906417269
2016-03-17,65.402294979488
2016-03-18,65.431492432604
2016-03-21,65.051925542098
2016-03-22,65.129785417074
2016-03-23,64.876740823403
2016-03-24,64.419314057921
2016-03-28,65.032460573354
2016-03-29,65.363365042
2016-03-30,65.908384166829
2016-03-31,65.567747213811
2016-04-01,66.404740869799
2016-04-04,65.830524291854
2016-04-05,64.915670760891
2016-04-06,65.236842745165
2016-04-07,64.506906417269
2016-04-08,65.051925542098
2016-04-11,65.003263120238
2016-04-12,65.41202746386
2016-04-13,65.723466963762
2016-04-14,64.886473307775
2016-04-15,64.818345917171
2016-04-18,65.499619823208
2016-04-19,65.723466963762
2016-04-20,65.129785417074
2016-04-21,63.699110214397
2016-04-22,63.981352261184
2016-04-25,63.854829964348
2016-04-26,64.107874558019
2016-04-27,63.757505120629
2016-04-28,63.2124859958
2016-04-29,63.309810839519
2016-05-02,63.61151785505
2016-05-03,63.660180276909
2016-05-04,63.533657980074
2016-05-05,66.054371432409
2016-05-06,65.304970135769
2016-05-09,65.41202746386
2016-05-10,66.1614287605
2016-05-11,65.548282245067
2016-05-12,65.733199448134
2016-05-13,65.577479698183
2016-05-16,65.742931932506
2016-05-17,65.304970135769
2016-05-18,65.558014729439
2016-05-19,65.051925542098
2016-05-20,65.353632557628
2016-05-23,65.090855479586
2016-05-24,65.635874604415
2016-05-25,65.480154854464
2016-05-26,65.704001995018
2016-05-27,65.869454229342
2016-05-31,65.704001995018
2016-06-01,65.957046588689
2016-06-02,65.957046588689
2016-06-03,65.947266480951
2016-06-06,66.133088527983
2016-06-07,65.947266480951
2016-06-08,66.191769174414
2016-06-09,66.299350359538
2016-06-10,65.976606804166
2016-06-13,65.409360555331
2016-06-14,65.223538508299
2016-06-15,64.421569673739
2016-06-16,65.008376138051
2016-06-17,64.959475599358
2016-06-20,65.106177215436
2016-06-21,65.331119693423
2016-06-22,65.546282063671
2016-06-23,66.367811113708
2016-06-24,64.802993875542
2016-06-27,64.607391720771
2016-06-28,66.240669713107
2016-06-29,66.964397685758
2016-06-30,68.411853631062
2016-07-01,68.030429429259
2016-07-05,67.785926735795
2016-07-06,67.932628351873
2016-07-07,67.42406274947
2016-07-08,68.128230506644
2016-07-11,68.402073523323
2016-07-12,68.069549860213
2016-07-13,67.75658641258
2016-07-14,67.785926735795
2016-07-15,67.961968675089
2016-07-18,67.82504716675
2016-07-19,67.600104688763
2016-07-20,67.580544473286
2016-07-21,67.375162210777
2016-07-22,67.678345550671
2016-07-25,67.697905766149
2016-07-26,67.521863826855
2016-07-27,67.345821887561
2016-07-28,67.649005227456
2016-07-29,66.827476177419
2016-08-01,66.88615682385
2016-08-02,66.612313807171
2016-08-03,67.120879409575
2016-08-04,67.111099301836
2016-08-05,67.326261672084
2016-08-08,67.649005227456
2016-08-09,67.844607382227
2016-08-10,67.893507920919
2016-08-11,67.590324581025
2016-08-12,67.609884796502
2016-08-15,67.864167597704
2016-08-16,67.433842857208
