Date,AEP
2015-08-11,52.491312319309
2015-08-12,53.15610994235
2015-08-13,53.13764334171
2015-08-14,53.737807862512
2015-08-17,53.876307367312
2015-08-18,53.802440964752
2015-08-19,54.291805881713
2015-08-20,53.894773967952
2015-08-21,52.89757753339
2015-08-24,50.626185654665
2015-08-25,48.954958296742
2015-08-26,49.869055028424
2015-08-27,50.700052057225
2015-08-28,50.690818756905
2015-08-31,50.127587437384
2015-09-01,48.927258395782
2015-09-02,48.945724996422
2015-09-03,49.259657207302
2015-09-04,48.511759881381
2015-09-08,49.933688130664
2015-09-09,49.278123807942
2015-09-10,49.296590408582
2015-09-11,49.656689121063
2015-09-14,49.564356117863
2015-09-15,49.721322223303
2015-09-16,50.441519648265
2015-09-17,51.586448887947
2015-09-18,51.226350175466
2015-09-21,51.337149779307
2015-09-22,50.524619351145
2015-09-23,50.801618360746
2015-09-24,51.207883574826
2015-09-25,51.697248491787
2015-09-28,51.577215587627
2015-09-29,51.826514696268
2015-09-30,52.500545619629
2015-10-01,51.835747996588
2015-10-02,52.001947402348
2015-10-05,53.05454363883
2015-10-06,52.278946411949
2015-10-07,51.743414993388
2015-10-08,52.509778919949
2015-10-09,52.389746015789
2015-10-12,53.14687664203
2015-10-13,53.229976344911
2015-10-14,53.691641360912
2015-10-15,54.217939479153
2015-10-16,54.051740073392
2015-10-19,54.097906574992
2015-10-20,54.162539677233
2015-10-21,54.421072086193
2015-10-22,54.633437993554
2015-10-23,53.07301023947
2015-10-26,53.386942450351
2015-10-27,53.248442945551
2015-10-28,52.69444492635
2015-10-29,51.900381098828
2015-10-30,52.306646312909
2015-11-02,52.528245520589
2015-11-03,52.398979316109
2015-11-04,52.362046114829
2015-11-05,52.158913507788
2015-11-06,50.339953344745
2015-11-09,50.778422174842
2015-11-10,51.403473485831
2015-11-11,51.832613191883
2015-11-12,51.608714214812
2015-11-13,51.366156989652
2015-11-16,52.439006254783
2015-11-17,51.356827865608
2015-11-18,51.692676331214
2015-11-19,52.541626619274
2015-11-20,52.746867348255
2015-11-23,52.233765525802
2015-11-24,52.047183044909
2015-11-25,51.879258812106
2015-11-27,52.187119905578
2015-11-30,52.252423773891
2015-12-01,52.924120705103
2015-12-02,51.618043338857
2015-12-03,51.030308524046
2015-12-04,52.093828665132
2015-12-07,52.476322750962
2015-12-08,52.131145161311
2015-12-09,52.476322750962
2015-12-10,51.198232756849
2015-12-11,50.899700787422
2015-12-14,50.881042539332
2015-12-15,52.280411146025
2015-12-16,53.185336178352
2015-12-17,53.567830264182
2015-12-18,52.504310123095
2015-12-21,52.7561964723
2015-12-22,53.371918659245
2015-12-23,54.342147559885
2015-12-24,54.482084420554
2015-12-28,54.668666901446
2015-12-29,54.93921149874
2015-12-30,54.948540622785
2015-12-31,54.360805807974
2016-01-04,54.416780552242
2016-01-05,54.864578506383
2016-01-06,55.069819235365
2016-01-07,54.435438800331
2016-01-08,54.351476683929
2016-01-11,54.827262010205
2016-01-12,54.267514567528
2016-01-13,54.062273838546
2016-01-14,55.172439599855
2016-01-15,54.752629017848
2016-01-19,55.573591933774
2016-01-20,54.034286466412
2016-01-21,53.773070993163
2016-01-22,54.603363033134
2016-01-25,53.875691357654
2016-01-26,54.295501939662
2016-01-27,54.286172815617
2016-01-28,55.461642445238
2016-01-29,56.87966930002
2016-02-01,57.644657471678
2016-02-02,57.840569076615
2016-02-03,59.06268432646
2016-02-04,58.111113673909
2016-02-05,58.624215496363
2016-02-08,58.8201271013
2016-02-09,58.707174384831
2016-02-10,59.20604888257
2016-02-11,57.709425389354
2016-02-12,57.041121816911
2016-02-16,57.50234540916
2016-02-17,57.511758135533
2016-02-18,58.78247619581
2016-02-19,58.274188971699
2016-02-22,59.158985250707
2016-02-23,59.074270713356
2016-02-24,59.309588872666
2016-02-25,60.13790879344
2016-02-26,57.860029011312
2016-02-29,58.12358534974
2016-03-01,58.104759896996
2016-03-02,58.255363518954
2016-03-03,58.142410802485
2016-03-04,58.763650743065
2016-03-07,59.526081579232
2016-03-08,59.874352455012
2016-03-09,60.523830574709
2016-03-10,60.363814226378
2016-03-11,60.457941490102
2016-03-14,60.44852876373
2016-03-15,60.627370564806
2016-03-16,61.305086863621
2016-03-17,61.587468654794
2016-03-18,60.985054166958
2016-03-21,60.994466893331
2016-03-22,60.966228714214
2016-03-23,61.258023231759
2016-03-24,61.239197779014
2016-03-28,61.182721420779
2016-03-29,62.152232237139
2016-03-30,62.142819510767
2016-03-31,62.500503112919
2016-04-01,63.074679421637
2016-04-04,62.669932187623
2016-04-05,61.559230475676
2016-04-06,61.775723182242
2016-04-07,61.653357739401
2016-04-08,62.133406784395
2016-04-11,61.822786814104
2016-04-12,62.415788575567
2016-04-13,61.926326804201
2016-04-14,61.738072276753
2016-04-15,62.171057689884
2016-04-18,62.34989949096
2016-04-19,61.973390436063
2016-04-20,59.959066992364
2016-04-21,58.603634394734
2016-04-22,59.055445260611
2016-04-25,59.121334345218
2016-04-26,59.20604888257
2016-04-27,60.17555969893
2016-04-28,59.356652504528
2016-04-29,59.770812464915
2016-05-02,60.580306932944
2016-05-03,60.712085102158
2016-05-04,61.549817749304
2016-05-05,61.323912316366
2016-05-06,61.295674137249
2016-05-09,61.98876338942
2016-05-10,61.760898429802
2016-05-11,61.912808402881
2016-05-12,62.340055202164
2016-05-13,62.292583335577
2016-05-16,62.596403281735
2016-05-17,61.248202270661
2016-05-18,60.099383099254
2016-05-19,60.621573631712
2016-05-20,60.574101765125
2016-05-23,59.767080033144
2016-05-24,60.412697418729
2016-05-25,60.22280995238
2016-05-26,61.077303550948
2016-05-27,61.058314804313
2016-05-31,61.457078483645
2016-06-01,61.608988456723
2016-06-02,61.409606617058
2016-06-03,62.482470801926
2016-06-06,62.378032695434
2016-06-07,62.510953921878
2016-06-08,62.852751361305
2016-06-09,63.574323733429
2016-06-10,63.469885626937
